Distance,Source System,L-Pad,M-pad,P-pad,Fed,Imp,All,Ind,Target/Sources,RES/rings,URL 
239.83,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
240.01,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
241.55,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
241.66,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
242.47,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
242.59,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
242.72,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
243.24,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
244.12,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
244.29,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
244.81,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
244.91,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
245.39,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
245.53,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
245.87,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
246.33,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
246.44,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
247.08,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
248.30,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
248.45,HIP 10556,,"14,574",,2,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
249.20,HIP 15062,,"1,163","1,152",3,,,4,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
249.49,Hyades Sector AV-O b6-1,,,64,,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
0.00,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.60,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
5.77,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.99,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.64,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.51,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
12.13,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
12.25,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
12.59,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
14.01,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.41,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
194.71,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
203.27,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
204.35,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
205.37,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
207.05,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
207.50,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
208.86,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
210.52,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
211.02,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
214.53,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
216.42,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
216.44,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
217.02,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
217.66,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
218.75,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
220.79,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
220.81,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
221.11,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
222.26,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
224.07,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
224.21,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
224.27,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
224.52,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
224.73,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
224.78,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
225.94,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
226.66,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
227.77,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
227.78,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
229.29,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
231.56,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
231.65,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
232.06,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
232.67,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
233.70,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
233.72,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
235.01,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
236.29,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
236.47,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
237.31,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
238.49,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
238.91,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
239.16,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
239.23,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
240.81,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
240.89,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
241.32,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
241.81,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
242.92,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
242.93,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
243.37,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
243.78,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
243.83,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
245.36,HIP 10556,,"14,574",,2,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
245.78,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
246.42,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
246.81,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
248.51,Savantzil,5,9,5,2,,,5,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
248.66,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
249.20,HIP 15062,,"1,163","1,152",3,,,4,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
249.49,Diaguandri,526,,450,2,,,5,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
249.53,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
249.78,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
249.79,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
249.88,HIP 11796,,,"1,258",2,,,1,Any Minurok / 2,No rings,https://edtools.cc/pve?s=Any+Minurok&a=rt
0.00,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.45,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.60,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
6.06,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
6.39,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.28,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.40,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.60,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
10.42,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
10.78,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.91,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
197.39,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
205.92,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
206.02,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
208.76,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
209.71,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
209.73,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
210.45,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
213.42,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
213.72,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
216.80,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
218.38,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
220.13,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
220.58,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
220.98,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
221.61,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
223.55,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
224.16,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
224.29,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
225.89,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
226.07,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
226.14,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
226.38,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
226.72,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
227.39,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
228.10,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
228.17,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
229.35,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
230.97,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
231.18,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
231.20,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
233.84,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
234.36,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
235.57,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
236.66,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
236.87,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
237.01,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
237.30,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
239.09,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
239.45,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
240.31,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
240.81,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
241.84,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
242.43,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
242.97,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
242.98,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
244.16,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
244.87,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
245.71,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
246.28,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
246.52,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
246.86,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
246.87,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
247.80,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
247.84,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
248.38,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
249.12,HIP 10556,,"14,574",,2,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
249.24,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
249.57,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
7.22,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.44,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.94,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.23,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.43,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.93,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.20,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
13.97,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
14.07,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
15.37,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
16.49,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
198.58,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
204.38,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
207.41,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
208.98,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
209.71,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
210.88,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
211.83,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
215.13,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
215.14,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
217.16,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
217.79,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
223.47,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
223.85,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
224.19,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
224.81,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
224.86,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
224.92,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
225.34,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
226.30,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
226.36,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
226.61,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
227.72,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
228.31,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
228.38,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
229.78,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
230.28,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
231.77,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
232.77,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
233.54,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
233.65,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
234.53,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
235.81,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
235.90,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
239.06,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
239.35,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
240.00,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
240.83,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
240.97,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
